RazaoSocial;Municipio;UF;DescNaturezaJuridica;DataAbertura;IdadeEmp;PorteEmpresa;DS_ITCP_TP_MATERIAL_SERVICO;ANO_EMPENHO;VL_EMPENHADO
QIAGEN BIOTECNOLOGIA BRASIL LTDA.;SÃO PAULO;SP;Sociedade Empresária Limitada;22/07/1996;25;DEMAIS;Serviço;2019;7964.00
QUADRANTE BRASIL COMERCIO DE MATERIAIS E SERVICOS EIRELI;PAULÍNIA;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);09/10/2020;1;NÃO INFORMADO;Material;2020;19542.00
QUALITE DISTRIBUIDORA EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);22/08/2012;9;NÃO INFORMADO;Material;2018;1741.44
QUALY T.I. SERVICOS DE INFORMATICA LTDA;SALVADOR;BA;Sociedade Empresária Limitada;30/01/2006;15;NÃO INFORMADO;Serviço;2020;19970.00
QUALYCOPY COMERCIO E SERVICOS LTDA;SALVADOR;BA;Sociedade Empresária Limitada;23/11/1998;23;DEMAIS;Serviço;2020;1393377.60
QUALYTECK RJ TECNOLOGIA EM INFORMATICA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);24/08/2010;11;EMPRESA DE PEQUENO PORTE;Material;2018;4000.00
QUALYTECK RJ TECNOLOGIA EM INFORMATICA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);24/08/2010;11;EMPRESA DE PEQUENO PORTE;Material;2019;20914.50
QUASAR CONSULTORIA E SISTEMAS LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;18/02/1998;23;EMPRESA DE PEQUENO PORTE;Material;2018;193585.22
QUBO TECNOLOGIA E SISTEMAS LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;26/04/2012;9;DEMAIS;Serviço;2020;1846256.12
QUEIROZ ELETRICA E AR CONDICIONADO EIRELI;DOURADOS;MS;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);27/08/2013;8;EMPRESA DE PEQUENO PORTE;Material;2020;42146.22
QUERO IMPRIMIR LTDA.;BAGÉ;RS;Sociedade Empresária Limitada;17/10/2000;21;NÃO INFORMADO;Serviço;2019;474.00
QWERTY COMUNICACOES E TECNOLOGIA EDUCACIONAL LTDA;DOM PEDRITO;RS;Sociedade Empresária Limitada;23/02/1995;26;DEMAIS;Material;2019;1460.08
R & R COMERCIAL E SERVICOS DE INFORMATICA LTDA;FORTALEZA;CE;Sociedade Empresária Limitada;27/03/2000;21;NÃO INFORMADO;Material;2019;2887.50
R A MANCO LTDA;MOJI MIRIM;SP;Sociedade Empresária Limitada;15/08/2007;14;EMPRESA DE PEQUENO PORTE;Material;2019;49956.10
R LASSI COMERCIO E SERVICOS EIRELI;GOIÂNIA;GO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);28/02/2008;13;NÃO INFORMADO;Material;2019;2410.32
R MACEDO MAIELLO CARTUCHOS;CURITIBA;PR;Empresário (Individual);11/01/2018;3;NÃO INFORMADO;Serviço;2019;860.00
R P DE SOUZA;MACEIÓ;AL;Empresário (Individual);23/01/2014;7;NÃO INFORMADO;Material;2019;99.80
R R SILVA - EIRELI;CAREIRO;AM;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);12/12/2016;5;NÃO INFORMADO;Serviço;2020;1171.96
R R TECNOLOGIA LTDA;GOIÂNIA;GO;Sociedade Empresária Limitada;26/03/2019;2;NÃO INFORMADO;Material;2020;16650.00
R&A COMERCIO DE EQUIPAMENTOS TELEFONICOS LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;16/07/1985;36;EMPRESA DE PEQUENO PORTE;Serviço;2020;32156.50
R. A. DOS SANTOS FILHO;GOIÂNIA;GO;Empresário (Individual);12/09/2016;5;NÃO INFORMADO;Material;2020;66834.43
R. A. SERVICOS DE INFORMATICA LTDA;BELÉM;PA;Sociedade Empresária Limitada;23/12/2004;17;NÃO INFORMADO;Material;2018;27054.00
R. J. COSTA EIRELI;MACAPÁ;AP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);19/10/2011;10;NÃO INFORMADO;Material;2020;10050.00
R. L. A. MOREIRA DISTRIBUIDORA;MACEIÓ;AL;Empresário (Individual);12/08/2019;2;NÃO INFORMADO;Material;2020;1122.00
R. M. TELECOM - EIRELI;IGUATEMI;MS;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);08/04/2005;16;NÃO INFORMADO;Serviço;2019;0.00
R.G. SANCHEZ JUNIOR REPRESENTACAO  COMERCIO E  SERVICOS  DE  INFORMATICA;RIO DE JANEIRO;RJ;Empresário (Individual);19/04/2012;9;NÃO INFORMADO;Serviço;2020;680000.00
R.N. BALTAZAR - COMERCIO DE INFORMATICA;CATANDUVA;SP;Empresário (Individual);06/12/2016;5;NÃO INFORMADO;Material;2018;140453.25
R.N. BALTAZAR - COMERCIO DE INFORMATICA;CATANDUVA;SP;Empresário (Individual);06/12/2016;5;NÃO INFORMADO;Material;2019;241917.94
SENA PRODUTOS ELETRONICOS EIRELI;BARREIRAS;BA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);29/09/2014;7;NÃO INFORMADO;Material;2018;16920.00
SENTINELA DO VALE COMERCIAL EIRELI;BLUMENAU;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);05/03/2018;3;EMPRESA DE PEQUENO PORTE;Material;2020;11435.97
SEPROL - COMERCIO E CONSULTORIA EM INFORMATICA LTDA;FLORIANÓPOLIS;SC;Sociedade Empresária Limitada;08/09/1982;39;DEMAIS;Material;2020;1646190.46
SERASA S.A.;SÃO PAULO;SP;Sociedade Anônima Fechada;19/10/1970;51;DEMAIS;Serviço;2020;32605.00
SERCOMPE COMPUTADORES LTDA;JOINVILLE;SC;Sociedade Empresária Limitada;05/11/1987;34;DEMAIS;Material;2018;276000.00
SERGIO EDUARDO DE FIGUEIREDO BARBOSA;SÃO PAULO;SP;Empresário (Individual);20/10/2005;16;NÃO INFORMADO;Material;2020;70928.00
SERGIO LUIZ SCHOGOR JUNIOR;CURITIBA;PR;Empresário (Individual);19/08/2010;11;NÃO INFORMADO;Material;2018;4893.65
SERGIO RODRIGUES FERNANDES JUNIOR;SOROCABA;SP;Empresário (Individual);13/05/2014;7;NÃO INFORMADO;Material;2018;2090.00
SERGIO SANTOS CARDOSO FILHO 81020414391;SÃO LUÍS;MA;Empresário (Individual);08/08/2018;3;NÃO INFORMADO;Material;2018;11931.01
SERGIO SANTOS CARDOSO FILHO 81020414391;SÃO LUÍS;MA;Empresário (Individual);08/08/2018;3;NÃO INFORMADO;Material;2019;797.00
SERMATEC COMERCIO E SERVICOS IMPORTACAO E EXPORTACAO LTDA;RIO BRANCO;AC;Sociedade Empresária Limitada;11/05/2001;20;EMPRESA DE PEQUENO PORTE;Material;2018;360.00
SERRAO & GOMES COMERCIO LTDA;BELÉM;PA;Sociedade Empresária Limitada;20/08/2013;8;EMPRESA DE PEQUENO PORTE;Material;2018;690.00
SERV INFORMATICA LTDA;JOINVILLE;SC;Sociedade Empresária Limitada;05/08/1991;30;EMPRESA DE PEQUENO PORTE;Serviço;2019;225.00
SERVICE INFORMATICA LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;19/02/1991;30;DEMAIS;Material;2018;379700.00
SERVICE INFORMATICA LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;19/02/1991;30;DEMAIS;Material;2019;541671.00
SERVICE INFORMATICA LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;19/02/1991;30;DEMAIS;Serviço;2018;39900.00
SERVICE INFORMATICA LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;19/02/1991;30;DEMAIS;Serviço;2019;747155.41
SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);BRASÍLIA;DF;Empresa Pública;30/06/1967;54;DEMAIS;Material;2020;19832.18
SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);FLORIANÓPOLIS;SC;Empresa Pública;03/04/1978;43;DEMAIS;Serviço;2018;534.00
SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);RIO DE JANEIRO;RJ;Empresa Pública;30/06/1967;54;DEMAIS;Material;2018;2296.94
SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);RIO DE JANEIRO;RJ;Empresa Pública;30/06/1967;54;DEMAIS;Material;2019;254.98
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL;CURITIBA;PR;Serviço Social Autônomo;27/08/1999;22;DEMAIS;Serviço;2019;671.30
SERVIX INFORMATICA LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;06/04/2010;11;DEMAIS;Serviço;2020;1699460.74
SERVIX INFORMATICA LTDA;ILHÉUS;BA;Sociedade Empresária Limitada;15/07/2015;6;DEMAIS;Material;2020;583840.00
SERVNACNET SERVICOS DE TELECOMUNICACOES LTDA;FORTALEZA;CE;Sociedade Empresária Limitada;10/04/2015;6;NÃO INFORMADO;Material;2020;3000.00
SETEL PLANEJAMENTOS E PROJETOS DE TELECOMUNICACOES LTDA;CURITIBA;PR;Sociedade Empresária Limitada;13/01/1972;49;EMPRESA DE PEQUENO PORTE;Material;2020;49998.00
SH EMPREENDIMENTOS LIMITADA;GOIÂNIA;GO;Sociedade Empresária Limitada;19/12/2003;18;NÃO INFORMADO;Serviço;2019;52.27
SHAREPRIME TECNOLOGIA LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;06/11/2014;7;DEMAIS;Serviço;2018;153000.00
SHAREPRIME TECNOLOGIA LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;06/11/2014;7;DEMAIS;Serviço;2019;204000.00
SHEILA VIANNA BARBOSA 92114075591;SALVADOR;BA;Empresário (Individual);27/07/2017;4;NÃO INFORMADO;Material;2019;6509.63
SHIGEMOTO & CIA LTDA;CAMPO GRANDE;MS;Sociedade Empresária Limitada;04/10/2017;4;EMPRESA DE PEQUENO PORTE;Material;2020;39933.23
SHIMADZU DO BRASIL COMERCIO LTDA.;BARUERI;SP;Sociedade Empresária Limitada;29/03/1988;33;DEMAIS;Material;2018;7120.00
SHIMADZU DO BRASIL COMERCIO LTDA.;BARUERI;SP;Sociedade Empresária Limitada;29/03/1988;33;DEMAIS;Material;2019;0.00
SHOW PRESTADORA DE SERVICO DO BRASIL LTDA;GUARABIRA;PB;Sociedade Empresária Limitada;06/02/2008;13;DEMAIS;Serviço;2018;15359.76
SIA SISTEMAS DE INFORMATICA E AUTOMACAO LTDA;BARUERI;SP;Sociedade Simples Limitada;21/11/1997;24;EMPRESA DE PEQUENO PORTE;Material;2018;70779.00
SIDI SERVICOS DE COMUNICACAO LTDA;MANAUS;AM;Sociedade Empresária Limitada;25/11/2016;5;EMPRESA DE PEQUENO PORTE;Serviço;2018;24327.17
SIDNEI SANTOS RIBEIRO;RIO DE JANEIRO;RJ;Empresário (Individual);25/04/2018;3;NÃO INFORMADO;Material;2019;499.00
SIEMATEC INFORMATICA EIRELI;BELO HORIZONTE;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);31/05/2001;20;EMPRESA DE PEQUENO PORTE;Material;2018;100641.00
SIG INFORMATICA LTDA;SETE LAGOAS;MG;Sociedade Empresária Limitada;11/10/1996;25;NÃO INFORMADO;Serviço;2020;6570.83
SIG SOFTWARE & CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA;NATAL;RN;Sociedade Empresária Limitada;22/03/2011;10;DEMAIS;Serviço;2018;7398098.43
SIG SOFTWARE & CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA;NATAL;RN;Sociedade Empresária Limitada;22/03/2011;10;DEMAIS;Serviço;2019;2980985.00
SIGHA EQUIPAMENTOS E SERVICOS DE INFORMATICA LTDA;MARECHAL CÂNDIDO RONDON;PR;Sociedade Empresária Limitada;06/03/2002;19;NÃO INFORMADO;Serviço;2018;4257.00
SIGHA EQUIPAMENTOS E SERVICOS DE INFORMATICA LTDA;MARECHAL CÂNDIDO RONDON;PR;Sociedade Empresária Limitada;06/03/2002;19;NÃO INFORMADO;Serviço;2019;4440.00
SIGMA DATASERV INFORMATICA S A;CURITIBA;PR;Sociedade Anônima Fechada;04/06/1976;45;DEMAIS;Serviço;2018;305084.37
SIGMA DATASERV INFORMATICA S A;CURITIBA;PR;Sociedade Anônima Fechada;04/06/1976;45;DEMAIS;Serviço;2019;1527308.62
SIGMAFONE TELECOMUNICACOES LTDA;CURITIBA;PR;Sociedade Empresária Limitada;05/06/1985;36;DEMAIS;Material;2018;799900.99
SILVEIRA & ZIQUINATTI LTDA;SANTO ANTÔNIO DAS MISSÕES;RS;Sociedade Empresária Limitada;18/06/2002;19;NÃO INFORMADO;Serviço;2018;14397.96
LABUTAR DISTRIBUIDORA E PRESTADORA DE SERVICO EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);30/07/2015;6;EMPRESA DE PEQUENO PORTE;Material;2019;599907.60
LABWARE BRASIL SERVICOS DE INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;03/12/2010;11;DEMAIS;Serviço;2020;2355359.20
LAERDAL MEDICAL IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA.;BARUERI;SP;Sociedade Empresária Limitada;24/03/2006;15;DEMAIS;Serviço;2019;34401.00
LAILA CATARINA DA SILVA GABRIEL VIANA 68403267215;BELÉM;PA;Empresário (Individual);31/08/2013;8;NÃO INFORMADO;Material;2020;2600.00
LAN TECNOLOGIA EM REDES EIRELI;SERRA;ES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);12/08/2013;8;NÃO INFORMADO;Material;2019;351584.57
LANLINK SERVICOS DE INFORMATICA SA;FORTALEZA;CE;Sociedade Anônima Fechada;13/03/2014;7;DEMAIS;Serviço;2020;1766058.03
LANLINK SERVICOS DE INFORMATICA SA;RECIFE;PE;Sociedade Anônima Fechada;03/10/2014;7;DEMAIS;Serviço;2018;0.00
LANLINK SERVICOS DE INFORMATICA SA;RECIFE;PE;Sociedade Anônima Fechada;03/10/2014;7;DEMAIS;Serviço;2019;347756.59
LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA S/A;FORTALEZA;CE;Sociedade Anônima Fechada;13/03/2014;7;DEMAIS;Material;2018;1902628.56
LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA S/A;FORTALEZA;CE;Sociedade Anônima Fechada;13/03/2014;7;DEMAIS;Material;2019;2189808.18
LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA S/A;FORTALEZA;CE;Sociedade Anônima Fechada;13/03/2014;7;DEMAIS;Serviço;2020;59103.25
LARCLEAN COMERCIO DE PRODUTOS EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);24/10/2018;3;NÃO INFORMADO;Material;2019;448.50
LARISSA DONATO GONCALVES DIAS 12119892679;BELO HORIZONTE;MG;Empresário (Individual);14/10/2019;2;NÃO INFORMADO;Material;2020;1842.87
LASSANE TECNOLOGIA EM ENCADERNACOES LTDA;TRÊS PONTAS;MG;Sociedade Empresária Limitada;14/02/1974;47;DEMAIS;Material;2020;15030.00
LAYER TECNOLOGIA DA INFORMACAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;28/02/2002;19;DEMAIS;Serviço;2018;1075804.83
LAZARO BEZERRA SOARES;ARAXÁ;MG;Empresário (Individual);28/01/2004;17;NÃO INFORMADO;Material;2020;214.00
LC SISTEMAS EIRELI;GOIÂNIA;GO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);27/12/2000;21;EMPRESA DE PEQUENO PORTE;Material;2019;50.00
LEANDRO YUKIO MANO ALVES;MARÍLIA;SP;Empresário (Individual);07/08/2019;2;NÃO INFORMADO;Serviço;2020;8000.00
LEBLON TECNOLOGIA E COMPUTADORES LTDA;CUIABÁ;MT;Sociedade Empresária Limitada;03/09/1996;25;DEMAIS;Material;2018;510.00
LELLO PRINT BRASIL COMERCIAL EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);04/01/1995;26;EMPRESA DE PEQUENO PORTE;Serviço;2019;145255.07
LEMARINK CARTUCHOS EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);04/07/2013;8;EMPRESA DE PEQUENO PORTE;Material;2018;37776.00
LEONARDO BARREIROS MARTINEZ 07745189799;RIO DE JANEIRO;RJ;Empresário (Individual);22/01/2019;2;NÃO INFORMADO;Material;2019;2377.93
LEONARDO DA SILVA 09135929782;RIO DE JANEIRO;RJ;Empresário (Individual);21/06/2013;8;NÃO INFORMADO;Material;2020;886.00
LEONARDO GARRIDO DOS SANTOS;SALVADOR;BA;Empresário (Individual);15/01/2018;3;NÃO INFORMADO;Material;2020;125.70
LETICIA ARAUJO DA SILVA LTDA.;MANAUS;AM;Sociedade Empresária Limitada;22/07/1986;35;NÃO INFORMADO;Material;2018;24510.00
LETTEL DISTRIBUIDORA DE TELEFONIA LTDA;SÃO JOSÉ;SC;Sociedade Empresária Limitada;10/01/2006;15;DEMAIS;Material;2018;848140.50
LETTEL DISTRIBUIDORA DE TELEFONIA LTDA;SÃO JOSÉ;SC;Sociedade Empresária Limitada;10/01/2006;15;DEMAIS;Material;2019;1719579.04
LEXBEMARK COMERCIO LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;05/08/1999;22;EMPRESA DE PEQUENO PORTE;Material;2018;775542.07
LFV CARTUCHOS E TONERS LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;20/11/2007;14;NÃO INFORMADO;Material;2018;280.00
LG DOS SANTOS FILHO EIRELI;BARREIRAS;BA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);01/04/2003;18;EMPRESA DE PEQUENO PORTE;Serviço;2019;33489.00
LIBEMA PRODUTOS HOSPITALARES LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;25/04/2001;20;EMPRESA DE PEQUENO PORTE;Material;2018;966.00
LIBRAMOVEIS COMERCIO E SERVICOS LTDA;CAUCAIA;CE;Sociedade Empresária Limitada;08/03/2001;20;EMPRESA DE PEQUENO PORTE;Material;2018;149.90
LICITARE COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EIRELI;NATAL;RN;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);02/04/2014;7;EMPRESA DE PEQUENO PORTE;Material;2018;66.00
LICITEC TECNOLOGIA EIRELI;JOINVILLE;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);02/08/2012;9;EMPRESA DE PEQUENO PORTE;Material;2020;1104020.11
LICITEC TECNOLOGIA EIRELI;JOINVILLE;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);02/08/2012;9;EMPRESA DE PEQUENO PORTE;Serviço;2018;66150.00
LICITEC TECNOLOGIA EIRELI;JOINVILLE;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);02/08/2012;9;EMPRESA DE PEQUENO PORTE;Serviço;2019;63330.52
LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA;SERRA;ES;Sociedade Empresária Limitada;21/10/2010;11;DEMAIS;Material;2020;11638741.10
LIFEBITS EQUIPAMENTOS E SERVICOS DE INFORMATICA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);04/04/2018;3;NÃO INFORMADO;Material;2020;9279.99
LIFEBITS EQUIPAMENTOS E SERVICOS DE INFORMATICA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);04/04/2018;3;NÃO INFORMADO;Serviço;2018;9900.00
LIGA ENGENHARIA INDUSTRIA E COMERCIO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;08/04/1991;30;DEMAIS;Serviço;2020;459452.27
LIGA SISTEMAS DE INFORMATICA LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;18/11/1994;27;NÃO INFORMADO;Serviço;2019;5625.00
LIMPMAIS COMERCIAL EIRELI;SÃO JOSÉ;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);29/05/2020;1;NÃO INFORMADO;Material;2020;439.00
LINK DATA INFORMATICA E SERVICOS S/A;BRASÍLIA;DF;Sociedade Anônima Fechada;04/11/1988;33;DEMAIS;Serviço;2020;168000.00
SILVEIRA & ZIQUINATTI LTDA;SANTO ANTÔNIO DAS MISSÕES;RS;Sociedade Empresária Limitada;18/06/2002;19;NÃO INFORMADO;Serviço;2019;3599.49
SILVIO JOSE DA ROCHA FERREIRA 60083522115;TRÊS LAGOAS;MS;Empresário (Individual);01/08/2012;9;NÃO INFORMADO;Material;2019;4016.00
SIMPRO PUBLICACOES E TELEPROCESSAMENTO LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;04/07/1983;38;DEMAIS;Serviço;2018;4004.85
SINGULAR PRODUTOS E SERVICOS DE CONSTRUCAO CIVIL EIRELI;DUQUE DE CAXIAS;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);16/09/2013;8;NÃO INFORMADO;Material;2019;74.90
SINGULAR TECNOLOGIA DA INFORMACAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;06/03/2013;8;DEMAIS;Serviço;2018;992970.00
SINTEK COMERCIO DE ELETRO ELETRONICOS E PRESTACAO DE SERVICOS EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);16/05/2016;5;NÃO INFORMADO;Material;2018;16900.00
SINTESE CONSULTORES ASSOCIADOS LTDA.;VITÓRIA;ES;Sociedade Empresária Limitada;11/03/2004;17;EMPRESA DE PEQUENO PORTE;Serviço;2018;96675.00
SINTESE CONSULTORES ASSOCIADOS LTDA.;VITÓRIA;ES;Sociedade Empresária Limitada;11/03/2004;17;EMPRESA DE PEQUENO PORTE;Serviço;2019;81546.08
SIRLENE SANTANA DOS SANTOS 85973262200;MACAPÁ;AP;Empresário (Individual);26/07/2017;4;NÃO INFORMADO;Material;2018;4846.74
SIS BRASIL - SOCIAL INTELLIGENCE SOLUTIONS SERVICO DE INFORMACAO LTDA.;SÃO PAULO;SP;Sociedade Empresária Limitada;09/01/2020;1;DEMAIS;Serviço;2020;50000.00
SIS COMERCIO DE MATERIAIS E EQUIPAMENTOS LTDA;SÃO JOSÉ;SC;Sociedade Empresária Limitada;13/03/2018;3;EMPRESA DE PEQUENO PORTE;Material;2020;1988.80
SISTEMAS DE IDENTIFICACAO ANIMAL LTDA;JOINVILLE;SC;Sociedade Empresária Limitada;25/07/2002;19;DEMAIS;Material;2018;1500.00
SISTEMAX COMERCIO DE PRODUTOS ELETRONICOS EIRELI;SANTO ÂNGELO;RS;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);02/10/1997;24;NÃO INFORMADO;Material;2018;4563.30
SITECNET INFORMATICA LTDA;JOÃO PESSOA;PB;Sociedade Empresária Limitada;05/07/2004;17;DEMAIS;Serviço;2018;713300.00
SITRAN SINALIZACAO DE TRANSITO INDUSTRIAL LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;16/02/1973;48;DEMAIS;Serviço;2018;1585836.00
SITRAN SINALIZACAO DE TRANSITO INDUSTRIAL LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;16/02/1973;48;DEMAIS;Serviço;2019;20364233.93
SKA AUTOMACAO DE ENGENHARIAS LTDA;SÃO LEOPOLDO;RS;Sociedade Empresária Limitada;04/05/1989;32;DEMAIS;Serviço;2018;158114.82
SKA AUTOMACAO DE ENGENHARIAS LTDA;SÃO LEOPOLDO;RS;Sociedade Empresária Limitada;04/05/1989;32;DEMAIS;Serviço;2019;222571.00
SLIM NET TELECOM LTDA;ITAITUBA;PA;Sociedade Empresária Limitada;05/10/2007;14;EMPRESA DE PEQUENO PORTE;Serviço;2018;2200.00
SLIM NET TELECOM LTDA;ITAITUBA;PA;Sociedade Empresária Limitada;05/10/2007;14;EMPRESA DE PEQUENO PORTE;Serviço;2019;4280.00
SM COMERCIO E IMPORTACAO DE IMPRESSORAS E COPIADORAS EIRELI ME;SÃO JOSÉ DO RIO PRETO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);24/12/2014;7;NÃO INFORMADO;Material;2019;500.00
SMA IDEIA DISTRIBUIDORA DE SUPRIMENTOS DE INFORMATICA EIRELI;BELO HORIZONTE;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);18/11/2005;16;NÃO INFORMADO;Material;2018;767.50
SMART TRADE IMPORTACAO E EXPORTACAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;26/02/2010;11;EMPRESA DE PEQUENO PORTE;Serviço;2018;28400.00
SMART TRADE IMPORTACAO E EXPORTACAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;26/02/2010;11;EMPRESA DE PEQUENO PORTE;Serviço;2019;149800.00
SMART6 TECNOLOGIA EM INTERNET LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;09/12/1999;22;NÃO INFORMADO;Serviço;2019;5158.80
SMARTTECH TECNOLOGIA SERVICOS E SISTEMAS LTDA.;HOLAMBRA;SP;Sociedade Empresária Limitada;21/05/2004;17;DEMAIS;Serviço;2019;22500.00
SMG COMERCIO DE MATERIAIS DE CONSTRUCAO E SERVICOS DE ENGENHARIA LTDA;RECIFE;PE;Sociedade Empresária Limitada;21/08/2018;3;EMPRESA DE PEQUENO PORTE;Material;2020;3217.00
SOFSAM COMERCIO E CONSULTORIA EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);04/06/2014;7;NÃO INFORMADO;Serviço;2019;65248.20
SOFTEXPERT SOFTWARE S.A.;JOINVILLE;SC;Sociedade Anônima Fechada;01/02/1995;26;DEMAIS;Serviço;2020;18460.12
SOFTMATIC SISTEMAS AUTOMATICOS DE INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;24/09/1987;34;DEMAIS;Serviço;2018;2784.00
SOFTMATIC SISTEMAS AUTOMATICOS DE INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;24/09/1987;34;DEMAIS;Serviço;2019;2853.60
SOFTWARE AG BRASIL INFORMATICA E SERVICOS LTDA.;SÃO PAULO;SP;Sociedade Empresária Limitada;11/08/2005;16;DEMAIS;Serviço;2020;23590309.70
SOFTWARE.COM.BR INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;18/11/2009;12;DEMAIS;Serviço;2020;17759.34
SOFTWAREONE COMERCIO E SERVICOS DE INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;01/09/2006;15;DEMAIS;Serviço;2018;784206.17
SOFTWAREONE COMERCIO E SERVICOS DE INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;01/09/2006;15;DEMAIS;Serviço;2019;96012.38
SOLAB EQUIPAMENTOS PARA LABORATORIOS EIRELI;PIRACICABA;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);03/09/2003;18;EMPRESA DE PEQUENO PORTE;Material;2020;2900.00
SOLAB LABORATORIO INDUSTRIA E COMERCIO EIRELI;PIRACICABA;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);20/12/2012;9;DEMAIS;Material;2018;72575.00
SOLANGE DE OLIVEIRA COSTA;IPIAÚ;BA;Empresário (Individual);18/05/2001;20;NÃO INFORMADO;Material;2020;99.00
